genres,title_x,actors,TMDB_Genre,Vote_Average,Vote_Count
Comedy|Crime|Drama,Phas Gaye Re Obama,Rajat Kapoor|Neha Dhupia|Sanjay Mishra|Manu Rishi Chadha|Pragati Pandey|Brijendra Kala|Sushil Pandey|Sumit Nijhawan|Amit Sial|Surendra Rajan|Devender Chaudhary|Amole Gupte|Roopesh Thapliyal|Dinesh Nag|,"Comedy, Crime",7.179,53.0
Biography|Drama|History,Malik Ek,Akanksha|Rana Jung Bahadur|Sudesh Berry|Ramesh Bhatkar|Divya Dutta|Vikram Gokhale|Anup Jalota|Shakti Kapoor|Smriti Malhotra-Irani|Govind Namdeo|Alexx O'Nell|Rakesh Pandey|Gargi Patel|Siddharth Ray|,"Biography, Drama, History",6.9,25.0
Drama|Horror|Romance,A Flat,Jimmy Sheirgill|Sanjay Suri|Hazel Croney|Kaveri Jha|Sachin Khedekar|Nassar Abdulla|Bhagwan Tiwari|Saurabh Dubey|Mangala Kenkre|Akshita Sharma|Navi|Satwant Kaur|Chintu Srivastava|Sonia Jaffer|,"Drama, Horror, Romance",2.8,4.0
Action|Comedy|Crime,No Problem,Sanjay Dutt|Kangana Ranaut|Anil Kapoor|Sunil Shetty|Paresh Rawal|Sushmita Sen|Akshaye Khanna|Vijay Raaz|Shakti Kapoor|Suzanne Bernert|Neetu Chandra|Kiku Sharda|Malkeet Rauni|Ranjeet|,Comedy,4.425,20.0
Comedy|Drama|Romance,Band Baaja Baaraat,Ranveer Singh|Anushka Sharma|,"Comedy, Drama, Romance",6.583,121.0
Action|Drama|Horror,Kaalo,Aditya Srivastava|Swini Khara|Aditya Lakhia|Raj Arjun|Abhijeet Satam|Tripta Parashar|Madhurima Tuli|Sheela David|Hemant Pandey|Satish Sharma|Manoj Tiger|Paintal|,Horror,4.9,4.0
Comedy|Drama|Fantasy,Mirch,Arunoday Singh|Raima Sen|Konkona Sen Sharma|Tisca Chopra|Pitobash|Prem Chopra|Ila Arun|Rajpal Yadav|Shahana Goswami|Shreyas Talpade|Sushant Singh|Mahie Gill|Boman Irani|Saurabh Shukla|,"Drama, Thriller",7.9,16.0
Comedy|Crime,Tees Maar Khan,Akshay Kumar|Katrina Kaif|Akshaye Khanna|Rajiv Laxman|Raghu Ram|Ali Asgar|Dharampal|Vijay Maurya|Apara Mehta|Sachin Khedekar|Aman Verma|Murli Sharma|Arya Babbar|,"Comedy, Crime",3.802,86.0
Comedy|Drama|Romance,Isi Life Mein,Akshay Oberoi|Sandeepa Dhar|Mohnish Bahl|Prachee Shah Paandya|Shagufta Ali|Poonam Gulati|Madhur Arora|Rishi Krishnan|Aditya Raj|Dilip Roy|Gajendra Chouhan|Rajesh Dubey|Vibha Anand|Rajesh Balwani|,"Drama, Family",5.5,2.0
Action|Adventure|Animation,Toonpur Ka Super Hero,Ajay Devgn|Kajol|Ameya Pandya|Chinky Jaiswal|Tanuja|Sanjay Mishra|Sanjay Dutt|Mukesh Tiwari|Raza Murad|Sherveer Vakil|,N/A,,
Crime|Drama|Thriller,Tera Kya Hoga Johnny,Neil Nitin Mukesh|,"Crime, Drama, Thriller",1.0,1.0
Action|Adventure|Drama,Ramaa: The Saviour,Sahil Khan|Tanushree Dutta|Meghan Jadhav|Koushtuv Ghosh|Ananya|Ishita Panchal|Arjun Nandwani|Zankhi Pabari|Taleb Ibrahim|Ketan Karande|Altaf Hussain|Anand|Gurpreet Kaur Chadha|Dalip Singh|,"Adventure, Animation, Drama, Action, Family",4.5,2.0
Comedy|Drama|Romance,I Hate Luv Storys,Imran Khan|Sonam Kapoor|Sammir Dattani|Samir Soni|Kavin Dave|Bruna Abdullah|Aseem Tiwari|Aamir Ali Malik|Pooja Rawal|Ketki Dave|Anju Mahendru|Shireesh Sharma|Khushboo Shroff|,"Comedy, Drama, Romance",5.897,74.0
Comedy|Drama|Romance,Dulha Mil Gaya,Sushmita Sen|Fardeen Khan|Ishita Sharma|Shah Rukh Khan|Suchitra Pillai|Howard Rosemeyer|Mohit Chadha|Parikshat Sahni|Beena Kak|Tara Sharma|Johnny Lever|,"Comedy, Drama, Romance",5.4,31.0
Comedy|Drama|Musical,Anjaana Anjaani,Priyanka Chopra|Aubrey K. Miller|Ranbir Kapoor|Carl Marino|Pooja Kumar|Ilona Marino|Zayed Khan|Kumar Pallana|Edward Sonnenblick|Tanvi Azmi|Adrian Bustamante|Nakul Kamte|Joy Sengupta|Vishal Malhotra|,"Comedy, Drama, Romance",6.032,77.0
Drama|Romance,Dunno Y... Na Jaane Kyon,Zeenat Aman|Kabir Bedi|Hazel Croney|Helen|Mahabanoo Mody-Kotwal|Yuvraaj Parashar|Maradona Rebello|Asha Sachdev|Parikshat Sahni|Rituparna Sengupta|Kapil Kaustubh Sharma|,N/A,,
Drama,Pankh,Bipasha Basu|Lillete Dubey|Mahesh Manjrekar|Ronit Roy|Asha Sachdev|Daya Shankar Pandey|Kiran Karmarkar|Bharat Kaul|Johny Bakshi|Maradona Rebello|Amit Purohit|Sanjeeda Sheikh|,Drama,0.0,0.0
Comedy|Romance|Sci-Fi,Action Replayy,Akshay Kumar|Aishwarya Rai Bachchan|Om Puri|Kiron Kher|Neha Dhupia|Rannvijay Singh|Aditya Roy Kapoor|Sudeepa Singh|Randhir Kapoor|Rajpal Yadav|,"Comedy, Romance, Science Fiction",5.296,71.0
Comedy|Drama,3 Idiots,Aamir Khan|Madhavan|Sharman Joshi|Kareena Kapoor|Boman Irani|Omi Vaidya|Mona Singh|Javed Jaffrey|Parikshat Sahni|Olivier Lafont|Rahul Kumar|Amardeep Jha|Farida Dadi|Mukund Bhatt|,"Drama, Comedy",7.996,2307.0
Drama,Luck by Chance,Farhan Akhtar|Konkona Sen Sharma|Rishi Kapoor|Dimple Kapadia|Isha Sharvani|Sanjay Kapoor|Juhi Chawla|Hrithik Roshan|Alyy Khan|Sheeba Chaddha|Arjun Mathur|Sid Makkar|Pankaj Kalra|Megha Narkar|,"Romance, Drama, Comedy",6.6,55.0
Comedy|Drama|Romance,Love Aaj Kal,Saif Ali Khan|Deepika Padukone|Rishi Kapoor|Rahul Khanna|Florence Brudenell-Bruce|Giselli Monteiro|Raj Zutshi|Nirupama Verma|Gunjas Singh|Chandan Anand|Dhirendra Divedi|Sanjay Gandhi|Rajinder Sharma Nanu|Vir Das|,"Comedy, Drama, Romance",6.2,92.0
Action|Thriller,Wanted,Salman Khan|Ayesha Takia|Vinod Khanna|Govind Namdeo|Prakash Raj|Mahesh Manjrekar|Inder Kumar|Mahek Chahal|Manoj Pahwa|Raju Mavani|Asseem Merchant|Sarfaraz Khan|Sajid Ali|Susilakar Gv|,"Action, Thriller, Crime",6.519,6830.0
Comedy|Drama,Delhi-6,Waheeda Rehman|Abhishek Bachchan|Sonam Kapoor|Rishi Kapoor|Om Puri|Prem Chopra|Atul Kulkarni|Pavan Malhotra|Divya Dutta|Supriya Pathak|Tanvi Azmi|Vijay Raaz|Deepak Dobriyal|Raghuvir Yadav|,Drama,6.02,50.0
Horror|Mystery|Romance,Raaz: The Mystery Continues,Kangana Ranaut|Adhyayan Suman|Emraan Hashmi|,"Horror, Mystery",5.611,36.0
Drama,Aasma: The Sky Is the Limit,Hrishitaa Bhatt|Seema Biswas|Nauheed Cyrusi|Mansi Dovhal|Ravi Gossain|Khushboo Grewal|Hamid Khan|Mushtaq Khan|Muzahid Khan|Sachin Khedekar|Aditya Lakhia|Sunil Rege|Joy Sengupta|Shubh|,Drama,10.0,1.0
Action|Comedy|Romance,Ajab Prem Ki Ghazab Kahani,Ranbir Kapoor|Katrina Kaif|Darshan Jariwala|Smita Jaykar|Zakir Hussain|Upen Patel|,"Romance, Comedy, Action",6.185,130.0
Action|Comedy|Crime,Chal Chala Chal,Asrani|Asif Basra|Govinda|Manoj Joshi|Razak Khan|Amita Nangia|Om Puri|Virendra Saxena|Reema Sen|Murli Sharma|Upasna Singh|,"Drama, Comedy, Romance",5.5,2.0
Comedy|Drama,Billu,Irrfan Khan|Lara Dutta|Om Puri|Asrani|Rajpal Yadav|Manoj Joshi|Jagadish|Rasika Joshi|Mitali Mayekar|Pratik Dalvi|Kareena Kapoor|Deepika Padukone|Shah Rukh Khan|Shankar Sachdev|,"Comedy, Drama",6.4,93.0
Crime|Drama|Mystery,The Stoneman Murders,Kay Kay Menon|Arbaaz Khan|Rukhsar Rehman|Virendra Saxena|,Crime,6.9,16.0
Action|Comedy|Crime,Kisse Pyaar Karoon,Arshad Warsi|Aashish Chaudhary|Yash Tonk|Udita Goswami|Aarti Chhabria|Shweta Menon|Ashish Vidyarthi|Shakti Kapoor|Vindu Dara Singh|Adi Irani|Jeetu Verma|Shashi Kiran|Arun Verma|Brahma Bagwan|,Comedy,0.0,0.0
Comedy|Drama,Dhoondte Reh Jaaoge,Paresh Rawal|Kunal Khemu|Sonu Sood|Soha Ali Khan|Johnny Lever|Dilip Joshi|Asrani|Malay Chakrabarty|Razak Khan|Deepal Shaw|Hrishitaa Bhatt|Pravin Mayak|Jaydeep Shah|Manoj Shah|,Comedy,4.583,7.0
Drama,Karma Aur Holi,Rati Agnihotri|Armin Amiri|Kulraaj Anand|Farah Bala|Lisa Branch|Naomi Campbell|Vikram Chatwal|Vincent Curatola|Drena De Niro|Sticky Fingaz|Claire Fricke|Rupak Ginn|Randeep Hooda|Suchitra Krishnamoorthi|,"Drama, Romance",6.0,1.0
Drama|Sport,Victory,Harman Baweja|Allan Border|Mike Hussey|Simon Jones|Brett Lee|Tony Greig|Sajid Mahmood|Dmitri Mascerhanes|Waqar Younis|Gulshan Grover|Brad Hogg|Michael Slater|Amrita Rao|Dalip Tahil|,"Drama, Romance",5.1,11.0
Action|Crime|Drama,Kaminey,Shahid Kapoor|Priyanka Chopra|Deb Mukherjee|Shivkumar Subramaniam|Chandan Roy Sanyal|Tenzing Nima|Hrishikesh Joshi|Rajatabha Dutta|Harish Khanna|Carlos Paca|Eric Santos|Amole Gupte|Sagar|Samrat|,,0.0,0.0
Action|Adventure|Crime,Jai Veeru,Fardeen Khan|Kunal Khemu|Dia Mirza|Anjana Sukhani|,"Action, Adventure, Crime, Thriller",5.7,3.0
Drama|Family,Little Zizou,John Abraham|Sohrab Ardeshir|Iyanah Bativala|Jahan Bativala|Cyrus Broacha|Kurush Deboo|Tknow Francorsi|Boman Irani|Khurshed Lawyer|Mahabanoo Mody-Kotwal|Dilshad Patel|Shernaz Patel|Imaaduddin Shah|Faiyaz Shaikh|,"Drama, Family",5.0,3.0
Crime|Drama|Thriller,Gulaal,Kay Kay Menon|Raj Singh Chaudhary|Jesse Randhawa|Deepak Dobriyal|Ayesha Mohan|Mahie Gill|Piyush Mishra|Abhimanyu Singh|Aditya Srivastava|Mukesh Bhatt|Pankaj Jha|Savi Sidhu|,"Crime, Drama",6.5,54.0
Comedy|Drama|Romance,Aloo Chaat,Aftab Shivdasani|Aamna Sharif|Linda Arsenio|Sanjay Mishra|Manoj Pahwa|Kulbhushan Kharbanda|Dolly Ahluwalia|Meenakshi|Chandan Anand|Lalit Parashar|,Comedy,4.2,6.0
Comedy|Crime|Drama,Barah Aana,Naseeruddin Shah|Vijay Raaz|Arjun Mathur|Violante Placido|Tannishtha Chatterjee|Jayati Bhatia|Mahabanoo Mody-Kotwal|,"Comedy, Drama",5.3,3.0
Drama|History,Firaaq,Inaamulhaq|Nassar|Shahana Goswami|Nawazuddin Siddiqui|Paresh Rawal|Honey Chhaya|Deepti Naval|Dilip Joshi|Kavan Antani|Naseeruddin Shah|Raghuvir Yadav|Sanjay Suri|Tisca Chopra|Suchita Trivedi|,Drama,6.2,14.0
Action|Sci-Fi|Thriller,Aa Dekhen Zara,Neil Nitin Mukesh|,"Thriller, Action",4.0,28.0
Comedy|Crime|Drama,99,Kunal Khemu|Boman Irani|Soha Ali Khan|Cyrus Broacha|Simone Singh|Mahesh Manjrekar|Amit Mistry|Vinod Khanna|Sudesh Berry|Raja Kapse|Rajesh Kumar Singh|,"Comedy, Crime",6.556,18.0
Action|Drama|Thriller,Ek: The Power of One,Bobby Deol|Shriya Saran|Kulbhushan Kharbanda|Sachin Khedekar|Sanjay Mishra|Chunky Pandey|Nana Patekar|Jackie Shroff|Raghuvir Yadav|,"Action, Drama, Thriller",6.0,5.0
Action|Comedy|Crime,Ek Se Bure Do,Anita|Lankesh Bhardwaj|Snehal Dabi|Jagdeep|Razak Khan|Govind Namdeo|Brinda Parekh|Vijay Raaz|Anita Hassanandani Reddy|Virendra Saxena|Yashpal Sharma|Tusha|Arshad Warsi|,,4.0,1.0
Crime|Drama|Mystery,Sikandar,Parzaan Dastur|Ayesha Kapoor|Sanjay Suri|Madhavan|,,0.0,0.0
Comedy|Drama|Family,Zor Lagaa Ke...Haiya!,Meghan Jadhav|Mithun Chakraborty|Riya Sen|Seema Biswas|Raj Zutshi|Sachin Khedekar|Gulshan Grover|Ashwin Chitale|Ayesha Kaduskar|Mahesh Manjrekar|Ritvik Tyagi|Hardik Thakkar|,"Drama, Comedy, Family",0.0,0.0
Comedy|Drama,Paying Guests,Shreyas Talpade|Javed Jaffrey|Aashish Chaudhary|Vatsal Sheth|Johnny Lever|Delnaaz Irani|Sayali Bhagat|Neha Dhupia|Celina Jaitly|Riya Sen|Asrani|Paintal|Viju Khote|Chunky Pandey|,Comedy,4.2,3.0
Crime|Drama|Thriller,New York,John Abraham|Katrina Kaif|Neil Nitin Mukesh|Irrfan Khan|Nawazuddin Siddiqui|Ali Quli Mirza|,"Animation, TV Movie, Fantasy, Action",8.1,1070.0
Comedy|Crime|Drama,Sankat City,Kay Kay Menon|Rimi Sen|Anupam Kher|Chunky Pandey|Manoj Pahwa|Dilip Prabhavalkar|Yashpal Sharma|Hemant Pandey|Sanjay Mishra|Rahul Dev|Virendra Saxena|Shri Vallabh Vyas|Gurpal Singh|Kurush Deboo|,Comedy,5.2,6.0
Comedy|Drama,Shortkut,Sanjay Dutt|Anil Kapoor|Akshaye Khanna|Amrita Rao|Chunky Pandey|Arshad Warsi|Simi Garewal|Neeraj Vora|Abbas Alibhai Burmawalla|Amita Nangia|Tiku Talsania|Mushtaq Khan|Mastan Alibhai Burmawalla|Charlie|,Comedy,4.2,13.0
Action|Adventure|Drama,Luck,Mithun Chakraborty|Sanjay Dutt|Imran Khan|Ravi Kishan|Chitrashi Rawat|Shruti Haasan|Snita Mehay|Danny Denzongpa|Rati Agnihotri|Rupa Ganguly|Srinivasa Rao Kota|,"Animation, Adventure, Comedy, Fantasy",7.787,1639.0
Comedy|Drama|Romance,Life Partner,Govinda|Fardeen Khan|Tusshar Kapoor|Genelia D'Souza|Prachi Desai|Anupam Kher|Amrita Rao|,"Comedy, Drama, Romance",4.4,17.0
Comedy|Drama,Daddy Cool,Sunil Shetty|Aarti Chhabria|Aashish Chaudhary|Kim Sharma|Aftab Shivdasani|Tulip Joshi|Javed Jaffrey|Sophiya Chaudhary|Prem Chopra|Rajpal Yadav|Suhasini Mulay|Vijay Patkar|Nassar Abdulla|Yusuf Hussain|,Comedy,6.0,202.0
Action|Crime|Drama,Kisaan,Jackie Shroff|Sohail Khan|Arbaaz Khan|Nauheed Cyrusi|Dia Mirza|Sharat Saxena|Vishwajeet Pradhan|Dalip Tahil|Sarfaraz Khan|Dwij Yadav|,"Action, Crime, Drama, Thriller",7.2,4.0
Crime|Drama|Thriller,Yeh Mera India,Anupam Kher|Atul Kulkarni|Milind Gunaji|Aakash Pandey|Parvin Dabas|Perizaad Zorabian|Rajit Kapoor|Purab Kohli|Rajpal Yadav|Sarika|Sayaji Shinde|Seema Biswas|Smiley Suri|Vijay Raaz|,Drama,8.0,1.0
Comedy|Crime|Drama,Aagey Se Right,Shreyas Talpade|Mahie Gill|Karan Veer Mehra|Kay Kay Menon|Shiv Panditt|Shenaz Treasury|,Comedy,5.0,3.0
Comedy|Drama,Chintu Ji,Rishi Kapoor|Priyanshu Chatterjee|Kulraj Randhawa|Saurabh Shukla|Grusha Kapoor|,"Comedy, Drama",3.3,3.0
Action|Comedy|Drama,Quick Gun Murugun,Rajendra Prasad|Nassar|Rambha|Raju Sundaram|Vinay Pathak|Ashwin Mushran|Sandhya Mridul|Ranvir Shorey|,"Drama, Action, Comedy",5.4,7.0
Crime|Drama|Mystery,Fox,Arjun Rampal|Sunny Deol|Udita Goswami|Sagarika Ghatge|Vipul Gupta|,"Thriller, Crime, Drama",1.0,1.0
Action|Crime|Drama,Baabarr,Mithun Chakraborty|Om Puri|Sohum Shah|Urvashi Sharma|Kasish Khan|Sushant Singh|Shakti Kapoor|Tinnu Anand|Mukesh Tiwari|Govind Namdeo|Vivek Shauq|Vishwajeet Pradhan|Kannaan Arun Iyer|Pratima Kazmi|,"Action, Drama, Crime",7.0,1.0
Drama|Romance,Phir Kabhi,Mithun Chakraborty|Dimple Kapadia|Kaivalya Chheda|Gulshan Grover|Surendra Rajan|Rimoh Chakraborty|Rati Agnihotri|,Drama,0.0,0.0
Drama,Vaada Raha,Bobby Deol|Dwij Yadav|Kangana Ranaut|Mohnish Bahl|,Drama,8.5,2.0
Comedy|Drama|Sport,Dil Bole Hadippa!,Shahid Kapoor|Rani Mukerji|Anupam Kher|Dalip Tahil|Rakhi Sawant|Sherlyn Chopra|Shri Vallabh Vyas|Vrajesh Hirjee|Poonam Dhillon|Shonali Nagrani|Karan Veer|Bobby Bedii|Vickeey Ahhuja|Sherry Rekhi|,"Romance, Comedy, Drama",5.5,51.0
Comedy|Drama|Romance,What's Your Raashee?,Harman Baweja|Priyanka Chopra|Anjan Srivastav|Manju Singh|Dilip Joshi|Ajeeta Kulkarni|Vishwa Mohan Badola|Darshan Jariwala|Bhairavi|Geeta Tyagi|Rajesh Vivek|Yuri Suri|Daya Shankar Pandey|Marcell Dsouza|,Comedy,5.0,24.0
Action|Crime|Mystery,Acid Factory,Fardeen Khan|Dia Mirza|Manoj Bajpayee|Aftab Shivdasani|Dino Morea|Danny Denzongpa|Gulshan Grover|Irrfan Khan|,"Action, Crime, Thriller",5.4,8.0
Action|Comedy|Drama,All the Best: Fun Begins,Sanjay Dutt|Ajay Devgn|Fardeen Khan|Bipasha Basu|Mugdha Godse|Ashwini Kalsekar|Mukesh Tiwari|Johnny Lever|Asrani|,"Action, Comedy, Music",6.1,48.0
Comedy|Drama|Romance,Wake Up Sid,Ranbir Kapoor|Konkona Sen Sharma|Supriya Pathak|Anupam Kher|Rahul Khanna|Kashmira Shah|Namit Das|Shikha Talsania|Shruti Bapna|Krutika Bolaki|Mohsin Ali Khan|Munir Kabani|Atisha Naik|Rahul Pendkalkar|,"Comedy, Drama, Romance",7.2,150.0
Comedy|Drama|Romance,Main Aurr Mrs Khanna,Salman Khan|Kareena Kapoor|Sohail Khan|Preity Zinta|Bappi Lahiri|Yash Tonk|Nauheed Cyrusi|Mahek Chahal|,Drama,5.02,49.0
Action|Adventure|Thriller,Blue,Akshay Kumar|Sanjay Dutt|Lara Dutta|Zayed Khan|Rahul Dev|,"Romance, Western",5.2,14.0
Animation,Bal Ganesh 2, ,"Animation, Comedy, Fantasy, Family",9.0,3.0
Comedy|Crime|Drama,Fruit and Nut,Atmaram Bhende|Cyrus Broacha|Anisha Hinduja|Boman Irani|Rajit Kapoor|Suhaas Khandke|Mahesh Manjrekar|Anil Mhatre|Dia Mirza|Shaiju Nambiadath|Kishore Nandlaskar|Sachin Nayak|Bachan Pachehra|Vijay Patkar|,"Comedy, Romance",3.0,1.0
Action|Adventure|Fantasy,Aladin,Amitabh Bachchan|Sanjay Dutt|Riteish Deshmukh|Jacqueline Fernandez|Sahil Khan|,"Fantasy, Drama, Romance, Adventure, Comedy",6.2,93.0
Drama|Music,London Dreams,Salman Khan|Ajay Devgn|Asin|Varun Sharma|Om Puri|Aditya Roy Kapoor|Paul Gregory|Manoj Pahwa|Alyona Khmara|Chris Wilson|Lee Nicholas Harris|Brinda Parekh|Goldy Notay|Rannvijay Singh|,Drama,5.1,15.0
Drama,Jail,Manoj Bajpayee|Neil Nitin Mukesh|Atul Kulkarni|Mugdha Godse|Arya Babbar|Rahul Singh|Nassar Abdulla|Navni Parihar|Mukesh Tyagi|Mahendra Shrivas|G.K. Desai|Kaveri Jha|Sandeep Mehta|Chetan Pandit|,"Drama, Horror",7.0,5.0
Drama|Romance,Tum Mile,Emraan Hashmi|Soha Ali Khan|Mantra|Prerna Chawla|Akshat R Saluja|,Drama,5.1,14.0
Action|Crime|Drama,Kurbaan,Lewis Tan|Kareena Kapoor|Saif Ali Khan|Om Puri|Vivek Oberoi|Dia Mirza|Kulbhushan Kharbanda|Shishir Sharma|Nauheed Cyrusi|Kiron Kher|Damien Colletti|Brian Matthews|Robert Miller|Rosa Leger|,"Crime, Drama, Romance, Thriller, Action",4.833,36.0
Comedy|Crime,De Dana Dan,Akshay Kumar|Sunil Shetty|Katrina Kaif|Sameera Reddy|Paresh Rawal|Manoj Joshi|Johnny Lever|Rajpal Yadav|Tinnu Anand|Aditi Govitrikar|Vikram Gokhale|Supriya Karnik|Asrani|Neha Dhupia|,"Comedy, Crime",5.6,75.0
Comedy|Drama,Paa,Amitabh Bachchan|Abhishek Bachchan|Vidya Balan|Paresh Rawal|Arundathi Nag|,"Crime, Drama",7.312,117.0
Comedy|Drama,Rocket Singh: Salesman of the Year,Ranbir Kapoor|Prem Chopra|Mukesh Bhatt|D. Santosh|Naveen Kaushik|Gauhar Khan|Manish Chaudhary|Shazahn Padamsee|,"Drama, Comedy, Romance",6.8,101.0
Comedy|Drama,Raat Gayi Baat Gayi?,Aamir Bashir|Anil Chaudhary|Makrand Deshpande|Neha Dhupia|Masoom Gandhi|Iravati Harshe|Brijendra Kala|Rajat Kapoor|Shikha Markana|Anu Menon|Sudhir Mishra|Tarini Mishra|Navneet Nishan|Vinay Pathak|,"Drama, Comedy, Romance",6.0,2.0
Crime|Drama|Thriller,Accident on Hill Road,Farooq Shaikh|Celina Jaitly|Abhimanyu Singh|Rukhsar Rehman|Shammi|Shubha Khote|Dadhi Raj|Priya Ahuja|Manmeet Singh|,Thriller,2.0,1.0
Action|Comedy,Chandni Chowk to China,Mithun Chakraborty|Akshay Kumar|Deepika Padukone|Ranvir Shorey|Roger Yuan|Chia-Hui Liu|Tang Tang Fei|Conan Stevens|Kevin Wu|Chang En Lu|Jun Li|Jek|Gauravv K. Chawla|Ina Vohra|,"Action, Adventure, Comedy",4.711,64.0
Comedy|Drama|Romance,Dostana,Abhishek Bachchan|John Abraham|Priyanka Chopra|Kiron Kher|Bobby Deol|Boman Irani|Sushmita Mukherjee|Eduardo M. Freyre|,"Drama, Comedy, Romance",6.2,149.0
Action|Crime|Drama,Race,Saif Ali Khan|Akshaye Khanna|Bipasha Basu|Katrina Kaif|Anil Kapoor|Sameera Reddy|,"Drama, History",7.3,1505.0
Comedy|Drama|Music,Rab Ne Bana Di Jodi,Shah Rukh Khan|Anushka Sharma|Vinay Pathak|M.K. Raina|Manmeet Singh|Kajol|Rani Mukerji|Preity Zinta|Bipasha Basu|Lara Dutta|,"Comedy, Drama, Romance",7.118,268.0
Action|Drama|Mystery,Ghajini,Aamir Khan|Asin|Jiah Khan|Tinnu Anand|Pradeep Singh Rawat|,"Action, Romance, Thriller",7.026,384.0
Action|Comedy|Crime,Singh Is Kinng,Akshay Kumar|Katrina Kaif|Om Puri|Kiron Kher|Ranvir Shorey|Javed Jaffrey|Neha Dhupia|Yashpal Sharma|Manoj Pahwa|Kamal Chopra|Sudhanshu Pandey|Sonu Sood|Vivica Mitra|Gurpreet Ghuggi|,"Action, Comedy",5.619,88.0
Comedy|Crime,Golmaal Returns,Ajay Devgn|Kareena Kapoor|Arshad Warsi|Tusshar Kapoor|Shreyas Talpade|Celina Jaitly|Amrita Arora|Ashwini Kalsekar|Murli Sharma|Vikas Kadam|Mukesh Tiwari|,Comedy,5.115,87.0
Action|Drama|History,Jodhaa Akbar,Hrithik Roshan|Aishwarya Rai Bachchan|Sonu Sood|Poonam Sinha|Suhasini Mulay|Ila Arun|Raza Murad|Kulbhushan Kharbanda|Surendra Pal|Rajesh Vivek|Pramod Moutho|Vishwa Mohan Badola|Manava Naik|Disha Vakani|,"Romance, History, Drama",7.34,237.0
Comedy|Drama|Romance,Bachna Ae Haseeno,Ranbir Kapoor|Deepika Padukone|Bipasha Basu|Minissha Lamba|Kunal Kapoor|Hiten Paintal|Puneet Issar|,"Drama, Comedy, Romance",6.063,79.0
Comedy|Drama|Family,Bhoothnath,Amitabh Bachchan|Juhi Chawla|Satish Shah|Rajpal Yadav|Priyanshu Chatterjee|Aman Siddiqui|Shah Rukh Khan|Nina Kulkarni|Delnaaz Irani|Aashish Chaudhary|Nauheed Cyrusi|Shaana Levy|,"Family, Comedy",6.125,100.0
Crime|Drama,Sarkar Raj,Amitabh Bachchan|Abhishek Bachchan|Aishwarya Rai Bachchan|Ravi Kale|Govind Namdeo|Victor Banerjee|Dilip Prabhavalkar|Rajesh Shringarpore|Supriya Pathak|Tanishaa Mukerji|Upendra Limaye|,"Action, Adventure, Crime, Drama",6.526,39.0
Crime|Drama,Halla Bol,Ajay Devgn|Vidya Balan|Pankaj Kapur|Darshan Jariwala|Abhay Bhargav|Shiva Natrajan|Anjan Srivastav|Sulabha Arya|Iqbal Dosani|Deepak Pandit|Sitaram Panchal|Sanjay Mishra|Anupam Shyam|Viju Khote|,Drama,5.1,17.0
Drama,Humne Jeena Seekh Liya,Omkar Bhatkar|Siddharth Chandekar|Gaurav Chopra|Mrunmayi Deshpande|Milind Gunaji|Reema Lagoo|Rekha Rao|Pratik Shelar|Rutuja Shinde|Rajsingh Verma|Shri Vallabh Vyas|,,0.0,0.0
Comedy|Crime|Romance,Bombay to Bangkok,Shreyas Talpade|Lena Christensen|Vijay Maurya|Manmeet Singh|Naseeruddin Shah|,"Comedy, Romance, Drama",5.0,3.0
Drama,Tulsi,Manisha Koirala|Irrfan Khan|,,0.0,0.0
Action|Comedy|Mystery,Sunday,Ajay Devgn|Ayesha Takia|Arshad Warsi|Irrfan Khan|Leena Sidhu|,"Romance, Drama",5.8,4.0
Comedy|Crime,One Two Three,Tusshar Kapoor|Sunil Shetty|Paresh Rawal|Esha Deol|Neetu Chandra|Sameera Reddy|Upen Patel|Tanishaa Mukerji|Mukesh Tiwari|Sanjay Mishra|Vrajesh Hirjee|Manoj Pahwa|Murli Sharma|Ashwin Mushran|,Comedy,7.5,356.0
Comedy|Crime|Drama,Krazzy 4,Juhi Chawla|Irrfan Khan|Arshad Warsi|Rajpal Yadav|Suresh Menon|Dia Mirza|Rajat Kapoor|,"Comedy, Crime",4.817,30.0
Drama|Romance,U Me Aur Hum,Ajay Devgn|Kajol|Sumeet Raghvan|Divya Dutta|Isha Sharvani|Karan Khanna|Aditya Rajput|Anita Wahi|Hazel Croney|Aumckar|,"Romance, Comedy, Drama",5.9,18.0
Drama,Sirf,Kay Kay Menon|Manisha Koirala|Ranvir Shorey|Sonali Kulkarni|Parvin Dabas|Rituparna Sengupta|Ankur Khanna|Nauheed Cyrusi|,"Drama, Romance",0.0,0.0
Action|Drama|Romance,Tashan,Akshay Kumar|Saif Ali Khan|Kareena Kapoor|Anil Kapoor|,"Action, Romance",4.557,35.0
Drama|Romance|Thriller,Anamika,Dino Morea|Minissha Lamba|Koena Mitra|Gulshan Grover|Achint Kaur|Prithvi Zutshi|Vishwajeet Pradhan|Jatin Grewal|,"Drama, Mystery, Romance",6.5,4.0
Action|Crime|Drama,Jimmy,Mimoh Chakraborty|,"Drama, Family, Fantasy",6.4,7.0
Crime|Drama|Romance,Jannat,Emraan Hashmi|Sonal Chauhan|,"Crime, Drama, Romance",6.071,35.0
Comedy|Drama,Don Muthu Swami,Mithun Chakraborty|,"Comedy, Drama",0.0,0.0
